`trackrefcode`,`filem3u8url`,`durationsecond`,`quality`
`spt_3uflN8PLecpe82GatBsGMI`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/86433cdf2d282c4efa1b836587315074/86433cdf2d282c4efa1b836587315074.m3u8`,`207`,`KBPS_128`
`spt_3VVrjdK3uDAawSQ4y5kQ8X`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/cfe219a7d0d76e8e4d43f87ae1eb5bbe/cfe219a7d0d76e8e4d43f87ae1eb5bbe.m3u8`,`244`,`KBPS_128`
`spt_3yhxLwUyQHGiXINPoJ05fX`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/99f83dbbb8846b352a2a0fcbef74ae65/99f83dbbb8846b352a2a0fcbef74ae65.m3u8`,`204`,`KBPS_128`
`spt_40kzkMKOTwGiFbhe72dY5H`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/d359dad238a7ee763e5f66d12f5fe0f3/d359dad238a7ee763e5f66d12f5fe0f3.m3u8`,`451`,`KBPS_128`
`spt_45Ru27oiJYRuz4UnUuoR1m`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r006/5a9e36d66ef75a31f616320216b53b7e/5a9e36d66ef75a31f616320216b53b7e.m3u8`,`331`,`KBPS_128`
`spt_48hUrjgzDFERaCzEeIF9ll`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/e094d400e31a50d4004a60fe8018fd85/e094d400e31a50d4004a60fe8018fd85.m3u8`,`210`,`KBPS_128`
`spt_5fRBI6qffieRftUHLQeu6O`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/1ea117db988ce28053f22aef7a2f6a58/1ea117db988ce28053f22aef7a2f6a58.m3u8`,`234`,`KBPS_128`
`spt_4CVCw2VRaw3vvv6nuBpvGl`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/9351882061bdd951a15a0246923b4cfb/9351882061bdd951a15a0246923b4cfb.m3u8`,`277`,`KBPS_128`
`spt_4D8KZbLZFDrc0ynma3Hcvk`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/4e70e5fd10febb67645f2ae331b80145/4e70e5fd10febb67645f2ae331b80145.m3u8`,`196`,`KBPS_128`
`spt_4EcgTPu2sYQ0EYp31ZXXAh`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/d2b253f10fa469b54d5d606e6f2edf86/d2b253f10fa469b54d5d606e6f2edf86.m3u8`,`334`,`KBPS_128`
`spt_4fn5DAqjlioRYhCX058Zqy`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/c39360bb511bf822ea1eca9e768f15dd/c39360bb511bf822ea1eca9e768f15dd.m3u8`,`264`,`KBPS_128`
`spt_4gMqBrXBMHcACHYrXOisB1`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/010f4b18e534abb0fa11e0005d1fdf6a/010f4b18e534abb0fa11e0005d1fdf6a.m3u8`,`246`,`KBPS_128`
`spt_4Gw5spueO6PPQBoqJXt39H`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/4893ff00e69f5f7f782fdcfdef3cca74/4893ff00e69f5f7f782fdcfdef3cca74.m3u8`,`186`,`KBPS_128`
`spt_4HjK9GolODWIX54YCI2Tea`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/c94814206890c86b094b796d74203810/c94814206890c86b094b796d74203810.m3u8`,`284`,`KBPS_128`
`spt_4i1ou4nRgYnb5s5QPCe6cQ`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/099cd130786ffe03b9a36a15b23eabac/099cd130786ffe03b9a36a15b23eabac.m3u8`,`428`,`KBPS_128`
`spt_4J2yhQR2vz5lzBDWqPNJYS`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/ed01e9da9ee4784ea1fb0e6043389477/ed01e9da9ee4784ea1fb0e6043389477.m3u8`,`319`,`KBPS_128`
`spt_4Lkh2bAMDS3W7ugpymo1tM`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/49419166e9f8966f63cfdf73ae8fb53e/49419166e9f8966f63cfdf73ae8fb53e.m3u8`,`604`,`KBPS_128`
`spt_4nrKf1BOFbbHYEwfBE1Art`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/7b15be062ea8bfe15186973b75280ce8/7b15be062ea8bfe15186973b75280ce8.m3u8`,`154`,`KBPS_128`
`spt_3FU0UVbyRJFl2XHpGiNRHV`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/3c1a749f05060212d146bc057eb66560/3c1a749f05060212d146bc057eb66560.m3u8`,`229`,`KBPS_128`
`spt_3koKxq5d6EO2bDT1SEMx4h`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/d0025e75210bfbfc87bbbf13083f99ec/d0025e75210bfbfc87bbbf13083f99ec.m3u8`,`226`,`KBPS_128`
`spt_51GkVcELwbKf24xpKUIiew`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/0f0cf8805494bc9a6de57a5df2ba9814/0f0cf8805494bc9a6de57a5df2ba9814.m3u8`,`86`,`KBPS_128`
`spt_3L9VyIHvOt3x6lLFL4U0kU`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/20ceb243ff4b7187ec6baa0e238e36d1/20ceb243ff4b7187ec6baa0e238e36d1.m3u8`,`229`,`KBPS_128`
`spt_3oZyN8tYm1QBNcTeyWpn3L`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/e19d74796479659303fa1f0484e3c97f/e19d74796479659303fa1f0484e3c97f.m3u8`,`210`,`KBPS_128`
`spt_3uq1iCrKIwJ096GhQj7PvH`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/43501ad1407340d090e34259cdbfe9a3/43501ad1407340d090e34259cdbfe9a3.m3u8`,`328`,`KBPS_128`
`spt_3vzJTA0ifg2RIjBkLe7qy3`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/1bab87a3380b597edfca859d08f757d2/1bab87a3380b597edfca859d08f757d2.m3u8`,`176`,`KBPS_128`
`spt_3WloVdInEdxM84s8FTI37v`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/8bd90cbf71169b947d5eb2855cb2b7b7/8bd90cbf71169b947d5eb2855cb2b7b7.m3u8`,`388`,`KBPS_128`
`spt_3xgBxZxeDER973CYLIePOw`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/ac74121d73224ddb521a7a6436ad07e4/ac74121d73224ddb521a7a6436ad07e4.m3u8`,`186`,`KBPS_128`
`spt_3YtFG2LREoeJDa7LC4ZNVY`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/61da527d759b500355199981da659490/61da527d759b500355199981da659490.m3u8`,`221`,`KBPS_128`
`spt_3ZruGRVF5Jpg8APVaogb6T`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/375b4022f9eb60aa132645d705ffb9a2/375b4022f9eb60aa132645d705ffb9a2.m3u8`,`308`,`KBPS_128`
`spt_40D1NJ7ZOTu9epFqQEgoUC`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/36dbba41505df762e28ffcd25dd0eb7b/36dbba41505df762e28ffcd25dd0eb7b.m3u8`,`270`,`KBPS_128`
`spt_5kypBm9f8S1dVUkmB8ZbxO`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/52f971497bccca4634c4963367a971de/52f971497bccca4634c4963367a971de.m3u8`,`241`,`KBPS_128`
`spt_49H3Kg36bXzmkFkOOAwB5G`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/e021fd9ace8eb5dbe79ad246f71f0d18/e021fd9ace8eb5dbe79ad246f71f0d18.m3u8`,`286`,`KBPS_128`
`spt_4AF7FoJH1AKSF9N4sJ4PmO`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/4ceac1e78a8faf4514129776fd791ba2/4ceac1e78a8faf4514129776fd791ba2.m3u8`,`122`,`KBPS_128`
`spt_4awSuSjyloOc06OyytIgJ7`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/b44ee0423060a7dfed4c14a1f4ca4ce9/b44ee0423060a7dfed4c14a1f4ca4ce9.m3u8`,`237`,`KBPS_128`
`spt_4Bkrh49uN8hMK4i4Wk9wl9`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/0ec29e59d50df09cef5de09722ca7027/0ec29e59d50df09cef5de09722ca7027.m3u8`,`325`,`KBPS_128`
`spt_4DQ4AAgwbvYvrHCego21FA`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/c0e6ff8f4181f46029f28bae77a82d42/c0e6ff8f4181f46029f28bae77a82d42.m3u8`,`288`,`KBPS_128`
`spt_4FjeIIYdjnYgZ1rSZscUgK`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/e48397b13cdc14c3167598ffb7cd4033/e48397b13cdc14c3167598ffb7cd4033.m3u8`,`235`,`KBPS_128`
`spt_4iuxuyXLlRzSqdwQYaxrO1`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/999c70d95e3e49dff26ccf871a618b3a/999c70d95e3e49dff26ccf871a618b3a.m3u8`,`241`,`KBPS_128`
`spt_4JLfSYDazWBYImmt1s8qkD`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/c3b384bd79f268eec537337e3a17fdd7/c3b384bd79f268eec537337e3a17fdd7.m3u8`,`184`,`KBPS_128`
`spt_4JQZy4u4oIb82LTr5cT9s8`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/5be94445a4d7c60df54cfe69388a6cb7/5be94445a4d7c60df54cfe69388a6cb7.m3u8`,`206`,`KBPS_128`
`spt_4LkNurbbROI94ZpTagpXJC`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/2e459e6424d9c193caef7d82d83db535/2e459e6424d9c193caef7d82d83db535.m3u8`,`297`,`KBPS_128`
`spt_4oLI0rulok5vG7aRbQo1HB`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/22520c11c4a7f9431052e1f3841f5dbc/22520c11c4a7f9431052e1f3841f5dbc.m3u8`,`251`,`KBPS_128`
`spt_4oXOBCL1J7I1IP9Ao9Tfpj`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/5db6ae59e9d563c1c16c67fbdb2be596/5db6ae59e9d563c1c16c67fbdb2be596.m3u8`,`290`,`KBPS_128`
`spt_3Hfaq6tMtSZJrWgNgR9JSr`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/405612e114522eb8009d7adbf55ceac5/405612e114522eb8009d7adbf55ceac5.m3u8`,`282`,`KBPS_128`
`spt_3hDYIcGhjvJYepI1vZDDrp`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/36204e42fe2234d116102c1b6b7caaf1/36204e42fe2234d116102c1b6b7caaf1.m3u8`,`259`,`KBPS_128`
`spt_4GK2vgOxYXTeweHyEEhQoo`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/42b37e3ec46ee31d7c5b5e45f5e95ce9/42b37e3ec46ee31d7c5b5e45f5e95ce9.m3u8`,`213`,`KBPS_128`
`spt_3j6wOBUYduc9qd0I9Y56sz`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/910b4c9f073e9cbbc5d82ac481622442/910b4c9f073e9cbbc5d82ac481622442.m3u8`,`556`,`KBPS_128`
`spt_3jnPEkt73GEBfzdhm3lfhb`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/b288f90ac0f58e8da9086c1c0d1fe7df/b288f90ac0f58e8da9086c1c0d1fe7df.m3u8`,`162`,`KBPS_128`
`spt_3kyfDQCAOvMwFaf3R7BeWp`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/0af01ce83dd024d279312086c17de8ee/0af01ce83dd024d279312086c17de8ee.m3u8`,`85`,`KBPS_128`
`spt_3LW2XsHXntDbAjDCCb1Ev2`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/66787508afe90928a6744ca6cde88bc9/66787508afe90928a6744ca6cde88bc9.m3u8`,`222`,`KBPS_128`
`spt_3Mq4WfAyxxL7Z5zJNxTNCI`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/bfdd00cc1df2d7b2dd5b713002554734/bfdd00cc1df2d7b2dd5b713002554734.m3u8`,`241`,`KBPS_128`
`spt_3MwDfUVzaQNQwXoSCI8Ybc`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/c4c1145ee7a954454e6d37a6d23770e6/c4c1145ee7a954454e6d37a6d23770e6.m3u8`,`197`,`KBPS_128`
`spt_3nNPVy9kzumdqMerDzNdUW`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/f056c6f5b381559c3e0900ea37254c2a/f056c6f5b381559c3e0900ea37254c2a.m3u8`,`217`,`KBPS_128`
`spt_3rtuTtxcVHc4WUY0tYExut`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/fc515f19f38185910a4d7947470dd902/fc515f19f38185910a4d7947470dd902.m3u8`,`234`,`KBPS_128`
`spt_3rvUZ1KGWHHLo2dmx9G8E4`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/82eda91496a4348546ece6fbe26b30de/82eda91496a4348546ece6fbe26b30de.m3u8`,`296`,`KBPS_128`
`spt_3t2SkgHmxbHqlmnbeMJPPf`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/09db1ee6707293b012591b3fe1f8e840/09db1ee6707293b012591b3fe1f8e840.m3u8`,`213`,`KBPS_128`
`spt_3txuIJdu80XEB1Htzg0FY2`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/6902734a6cc5d05773a19ef15d410f03/6902734a6cc5d05773a19ef15d410f03.m3u8`,`266`,`KBPS_128`
`spt_3UbIptpzsMVoC78VS5DEd2`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/f8f9a270ca7a8900a0784e938e228ee8/f8f9a270ca7a8900a0784e938e228ee8.m3u8`,`226`,`KBPS_128`
`spt_3wGTKXCFl4JE4K55XpIzzt`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/f3b512b325102a770cd5161e5d56e0b4/f3b512b325102a770cd5161e5d56e0b4.m3u8`,`244`,`KBPS_128`
`spt_3X5AhLXhPVUKZYVemocZq2`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/c72438c2d7b79b2fb841e5e207f41ea5/c72438c2d7b79b2fb841e5e207f41ea5.m3u8`,`315`,`KBPS_128`
`spt_3Z9ZRcnEgGshfnvOC0yays`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/6db0a06091dfb0eb9db5c8061c1a1b58/6db0a06091dfb0eb9db5c8061c1a1b58.m3u8`,`238`,`KBPS_128`
`spt_46fLeEXTNrB8tfHm5ZDuIk`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/f8ee9e6ce9bd4567ffda2de90878e93e/f8ee9e6ce9bd4567ffda2de90878e93e.m3u8`,`60`,`KBPS_128`
`spt_47KahNBNjHtpTlJyU7hh33`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/c997edcbb94b8111575ce4d662f7e017/c997edcbb94b8111575ce4d662f7e017.m3u8`,`146`,`KBPS_128`
`spt_4atVVBNR0ipgqrypOCdPI7`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/33345bc083a11bfe3b35e4a55508c9eb/33345bc083a11bfe3b35e4a55508c9eb.m3u8`,`270`,`KBPS_128`
`spt_4bVs4WYMZoVztZbkB16u2J`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/e77bb7da3bcf1d595b48a1248ea15fb1/e77bb7da3bcf1d595b48a1248ea15fb1.m3u8`,`258`,`KBPS_128`
`spt_4N8bJe9gBrz7Q9TlOO8qWJ`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/e562cd32b09584b7fbf6569d9b874f07/e562cd32b09584b7fbf6569d9b874f07.m3u8`,`225`,`KBPS_128`
`spt_3GMQsQr78PQjJPmrbItBeS`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/ad47847727a4a9c588320ab3ac545114/ad47847727a4a9c588320ab3ac545114.m3u8`,`317`,`KBPS_128`
`spt_3okQfVSs4NEbwDMXkb5HU8`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/2a917aa11ce3e157d8e0aa1a48a641ac/2a917aa11ce3e157d8e0aa1a48a641ac.m3u8`,`206`,`KBPS_128`
`spt_3sd0PhA8oml3Ul4w32egJa`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/6f952f1328cfa1d625f71acad9e6f040/6f952f1328cfa1d625f71acad9e6f040.m3u8`,`305`,`KBPS_128`
`spt_3ViCeTCS3UIJL9AB9FxGZO`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r006/b20a6ec226bbf56c83d0c05969d0a9bc/b20a6ec226bbf56c83d0c05969d0a9bc.m3u8`,`234`,`KBPS_128`
`spt_7d0ydR2W7QsH8AFVkeKCHt`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r000/5d0225fecf4324b5351e8d7869073aea/5d0225fecf4324b5351e8d7869073aea.m3u8`,`234`,`KBPS_128`
`spt_3y0AAfbMAWqQT0B4WywLrV`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/7975f7691dbff3f16e53261058346fec/7975f7691dbff3f16e53261058346fec.m3u8`,`196`,`KBPS_128`
`spt_3yympIBfXzFPjCCmMzmxaf`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r006/06207103a2050ede8251d3eb1d5d3402/06207103a2050ede8251d3eb1d5d3402.m3u8`,`242`,`KBPS_128`
`spt_404CRuzosM4uxh2ZxVUkWR`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r006/4d4dbb4fee31cfd692b46f84f4860000/4d4dbb4fee31cfd692b46f84f4860000.m3u8`,`284`,`KBPS_128`
`spt_4AFhxzsjnwL2nrf0ss6L1t`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r006/362c1367531323bbcc312b95fa650f9f/362c1367531323bbcc312b95fa650f9f.m3u8`,`263`,`KBPS_128`
`spt_4aSVEUX5KKSAcJCXooiSOy`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r006/13fbc06be8b90402090a26d102464b89/13fbc06be8b90402090a26d102464b89.m3u8`,`203`,`KBPS_128`
`spt_4AxSoOUxe3OchuuTtpULXN`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/ec6df3b0c87ff0dd75607296c5a8d9d6/ec6df3b0c87ff0dd75607296c5a8d9d6.m3u8`,`170`,`KBPS_128`
`spt_4c8wGd1N1X1Rxayd99mbp8`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/2113d39b2f4e3ac64bbb3a20dc3b9d62/2113d39b2f4e3ac64bbb3a20dc3b9d62.m3u8`,`147`,`KBPS_128`
`spt_5eRFyPpbjfrB4j438QoLx9`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/d699f0b51530725e6d52b4dd6d75806a/d699f0b51530725e6d52b4dd6d75806a.m3u8`,`199`,`KBPS_128`
`spt_4inEanKBuS6f47q23xAvGh`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/67b8c3f1aac627705a76a7c17b0e02b8/67b8c3f1aac627705a76a7c17b0e02b8.m3u8`,`512`,`KBPS_128`
`spt_4oacGezIVazKPTGtJ1AMXm`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r006/322eb0f7ae775f6c108c46b93eee459a/322eb0f7ae775f6c108c46b93eee459a.m3u8`,`225`,`KBPS_128`
`spt_4Pg3IHSxxFeRCWFQAYH9Ee`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/1e693048a6549e47f45b7e9a33c5d7cb/1e693048a6549e47f45b7e9a33c5d7cb.m3u8`,`175`,`KBPS_128`
`spt_3nnXlG7bPj2WNUDGGFtxtc`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/02fce1068f824707aec332477ca52beb/02fce1068f824707aec332477ca52beb.m3u8`,`274`,`KBPS_128`
`spt_4epTbsqWzLgzHYOyT6zj9u`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/4f48158de0c9f2c7e8025b08a01a574b/4f48158de0c9f2c7e8025b08a01a574b.m3u8`,`294`,`KBPS_128`
`spt_4oZzwlkGGuV15BOohKle6B`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/d715999403bdf1a606ee534dfd48ffc2/d715999403bdf1a606ee534dfd48ffc2.m3u8`,`265`,`KBPS_128`
`spt_5kamDErlytQkd8D2JSBHL5`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/df77e4c97f4d2fee40e847770266353a/df77e4c97f4d2fee40e847770266353a.m3u8`,`226`,`KBPS_128`
`spt_4qeYjMHaR1J0q7HcgPKVkz`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/5f28cb902c9350909e096c5f6c6b290e/5f28cb902c9350909e096c5f6c6b290e.m3u8`,`278`,`KBPS_128`
`spt_4R1anG2kuUsfxSAypQXbyF`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/dd935fe442e06a156658c85a1d1d7f60/dd935fe442e06a156658c85a1d1d7f60.m3u8`,`173`,`KBPS_128`
`spt_4UFdLgysuaJHYKvNEKcft8`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/959ce9e60e5dc025c10ba2935f4ccf87/959ce9e60e5dc025c10ba2935f4ccf87.m3u8`,`283`,`KBPS_128`
`spt_4uhK9zyv3bRGlUyV53mzKC`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r004/dbf218ce1f514716fda793be4909ad8d/dbf218ce1f514716fda793be4909ad8d.m3u8`,`217`,`KBPS_128`
`spt_50OOnqK5BREvtEevNXvz7h`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/f3d150c10562133da1bb484d4a7c034d/f3d150c10562133da1bb484d4a7c034d.m3u8`,`226`,`KBPS_128`
`spt_579KawhagpOeB2RxPYPC5S`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/79760ecb738c5fa407cd9b3ca9592a34/79760ecb738c5fa407cd9b3ca9592a34.m3u8`,`310`,`KBPS_128`
`spt_5a64AElaxSpK6Fd3tw1hIq`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/fa32be17433ba2499d2552ba49a6b764/fa32be17433ba2499d2552ba49a6b764.m3u8`,`305`,`KBPS_128`
`spt_5AX3I3i62tZ9i9PN6qlESI`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/af5f7c448af9ef5e94b75cdce4335e8e/af5f7c448af9ef5e94b75cdce4335e8e.m3u8`,`313`,`KBPS_128`
`spt_5bhM5zqQ2yiUuIRMTMbEJG`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/7235b7ee1d348fb98d1175d615628030/7235b7ee1d348fb98d1175d615628030.m3u8`,`99`,`KBPS_128`
`spt_5EFNDRu9C7SAdYzWqnPmnB`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/7dcd92d54529204ac6c7c18e54e3b9c8/7dcd92d54529204ac6c7c18e54e3b9c8.m3u8`,`183`,`KBPS_128`
`spt_5Ew1ODni1fD2Ih10DLic2s`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/dde2f64591ca4cfc41832376f257e08f/dde2f64591ca4cfc41832376f257e08f.m3u8`,`268`,`KBPS_128`
`spt_5FLk5K4rBZq1KhpLbACajY`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/012ddea06d4a5fd26c0fe5b3aae9ad4f/012ddea06d4a5fd26c0fe5b3aae9ad4f.m3u8`,`279`,`KBPS_128`
`spt_5M9LjcY7i0XVkF2TZvzGPa`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/a7c63f855b09c1d1c4638dc8c7e40647/a7c63f855b09c1d1c4638dc8c7e40647.m3u8`,`291`,`KBPS_128`
`spt_5rLir4hyqMXTlBz0FnIjAf`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/e2c7e98d78d098cadd6197431e528bf4/e2c7e98d78d098cadd6197431e528bf4.m3u8`,`241`,`KBPS_128`
`spt_5Rrg8BUHER8nQLZNDHDGbE`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/1ab1fbef6af07ab14d0051815a85a318/1ab1fbef6af07ab14d0051815a85a318.m3u8`,`237`,`KBPS_128`
`spt_5tV4tAY9g5oeaFujg7GMle`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/6ccc7ca85fe57c285631ae3c43758e78/6ccc7ca85fe57c285631ae3c43758e78.m3u8`,`259`,`KBPS_128`
`spt_5txlwInOsCaHJMVuVBWjSC`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/58fdc0bfa1e6c844ddbaade63a62243a/58fdc0bfa1e6c844ddbaade63a62243a.m3u8`,`352`,`KBPS_128`
`spt_5ucZqQGTZMiznnq8DHFLk1`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r002/47b62384fe4934435ff329e528b66eb7/47b62384fe4934435ff329e528b66eb7.m3u8`,`245`,`KBPS_128`
`spt_5YhcfII6UZTZo6XpTJFvvw`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/0a95666b20ee406ed2ef410ba62efc7f/0a95666b20ee406ed2ef410ba62efc7f.m3u8`,`311`,`KBPS_128`
`spt_56C0PT3JpAsXKPvTEWtAXS`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/89d439e6d1eefac314c06c50cb2390b3/89d439e6d1eefac314c06c50cb2390b3.m3u8`,`193`,`KBPS_128`
`spt_5zwK4390El7aolQeaKb4tF`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/12b030dea030b3e84a4216dd64f3f571/12b030dea030b3e84a4216dd64f3f571.m3u8`,`301`,`KBPS_128`
`spt_42LToPm7hRp1hOdONqcsdr`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/a53f8ef9a99b89bbedbf18fa4b7feee6/a53f8ef9a99b89bbedbf18fa4b7feee6.m3u8`,`234`,`KBPS_128`
`spt_4TbHwWjiUPrfbuOKOwhs7I`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/90ff8153ba9a06f7470f6873a5c58379/90ff8153ba9a06f7470f6873a5c58379.m3u8`,`195`,`KBPS_128`
`spt_4VQ1bGTzc9a4Jq0mwxUsIg`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r005/59e21c5988eb6738afd1828faf20f6f5/59e21c5988eb6738afd1828faf20f6f5.m3u8`,`217`,`KBPS_128`
`spt_4uGvbgtJr6tLSRPW3JteLh`,`https://raw.githubusercontent.com/vutiendat3601/cdn/_/aud/r003/48907e4993df30dba092575bdf9aa170/48907e4993df30dba092575bdf9aa170.m3u8`,`248`,`KBPS_128`
