`name`,`isverified`,`ispublic`,`description`,`biography`,`nationalityisocode`,`thumbnailurl`,`backgroundurl`,`refcode`,`tagsjson`
`Ngân Hà`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273addc14b4c50b569f317095f8`,,`spt_5zj0gTIfDGqavRJmp6PogI`,`["Ngân Hà"]`
`Nguyễn Gia Hưng`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb563b89aeabac08122b877e26`,,`spt_7t4a3DKmsrYRMdgrAQDOCE`,`["Nguyễn Gia Hưng"]`
`Dear Jane`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb19e048d51ef4e7cf1eff05c2`,,`spt_6V1SwiosQqf5XvmoTMCGa9`,`["Dear Jane"]`
`Lukas Graham`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebd16592d1ece4a2706d6b6d65`,,`spt_25u4wHJWxCA9vO0CzxAbK7`,`["Lukas Graham"]`
`Hoang Thai Vu`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273393b5262fd9b4c54cfaf42eb`,,`spt_63ErEnykZWfd34YNATzFAz`,`["Hoang Thai Vu"]`
`Gừng`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273e2d5ae34913ed62f0dcb6179`,,`spt_2792d6OZEOQ16ang5Vo5pz`,`["Gừng"]`
`TN`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273ce33db028d143434a39d3939`,,`spt_6sA4xzZSED9rpHgJhzDrSl`,`["TN"]`
`Tizi Đích Lép`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273227091378e2d470ba80c1657`,,`spt_25Ppds4Tz7uw1a5WYVLbwN`,`["Tizi Đích Lép"]`
`Hưng Cao`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb194610e7482f5f7f3c9223e3`,,`spt_6NgAx7a1qFwLpTCC43sZrV`,`["Hưng Cao"]`
`Nukan Trần Tùng Anh`,`true`,`true`,,,,,,`spt_7DMdGinlcjEIUMSpv1vfGn`,`["Nukan Trần Tùng Anh"]`
`Tonny Viet`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2730db08247a226a92fd41de534`,,`spt_4xGlS3WQEDARPnl7MduIkQ`,`["Tonny Viet"]`
`Suteewan`,`true`,`true`,,,,,,`spt_32rFC5jmzgfuweDcwlOZGm`,`["Suteewan"]`
`Thanh Tam (NSUT)`,`true`,`true`,,,,,,`spt_7txjL3csAtr0meA8Q0K0Cv`,`["Thanh Tam (NSUT)"]`
`Cuong Seven`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebc2bf2dd3494ee3c697a355b8`,,`spt_6uPQqRyJMiXn3lHCh0oJIt`,`["Cuong Seven"]`
`365`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2730994b475e61647fda4d784b4`,,`spt_7HM4SoDuMxfYgPJaSWVZTC`,`["365"]`
`Họa Mi`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2733be1226baadceec7c39a278a`,,`spt_2okCaNJy5RwObdNGjK2y1m`,`["Họa Mi"]`
`Đại Nhân`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb72d72b24360ef262833e76ac`,,`spt_5R5q2FQr5ddXRMKkJxagiZ`,`["Đại Nhân"]`
`Cold9`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2731bc8b4908399eae8260cbc3e`,,`spt_48PqUjVxm6R4sU6CGjGwdU`,`["Cold9"]`
`Quang Vinh`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb5b79e28a37febd8e34e1317e`,,`spt_0IMvyEWySP665zddlejaSm`,`["Quang Vinh"]`
`Truyền Hình FPT`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2730cb82b1c644a0dafdca3aa5e`,,`spt_3eVRIcs5It7zV5sMc7O1hT`,`["Truyền Hình FPT"]`
`Phát Hồ`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb59993bd7b6fbfa1320ffe336`,,`spt_1Y6nNqZKrsUSLnG5jwXVJv`,`["Phát Hồ"]`
`kim`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273aad61f6742fc36424f242737`,,`spt_5ZNui098rEy0mmNj0Iv7om`,`["kim"]`
`MadP`,`true`,`true`,,,,,,`spt_2qOSIe5Pcwyg6FhL7PyZxJ`,`["MadP"]`
`Mi`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb03271557a2d260eebfe49371`,,`spt_4Y1CPTr0aXm79QqRf6wZD9`,`["Mi"]`
`Kim`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebdf3b1bec4cabc3358993cb4a`,,`spt_1bufaOa1xsdvxGxeqQJtzW`,`["Kim"]`
`MDr`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273c7e5723daaa40cc6689a04de`,,`spt_1G4llW0JYLawGh7EURxGwl`,`["MDr"]`
`Thảo Phạm`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb01d9e162a87a6545e7472318`,,`spt_5Ww6Cn2DJH4s6mZjFRH2kF`,`["Thảo Phạm"]`
`Duckie`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebc37fdf74943b8c7b5615bc71`,,`spt_51BshXLs4BqwWyZfOIhkuq`,`["Duckie"]`
`AM`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27332c66edbb359ab55f8eb1721`,,`spt_6hVIKiaOoa3slo4rBWzSOZ`,`["AM"]`
`RHYME SO`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebda1793079b52cc8573529112`,,`spt_7dtbEudF1BHLVrVtwxxKgm`,`["RHYME SO"]`
`MAYonair`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb607046f2cdd8174f4747a72a`,,`spt_4cuCzi4VvHHwwowu56Ejm5`,`["MAYonair"]`
`NamLee`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb084b46091b77de07c0678747`,,`spt_4qUaWOfUkpVho3uRUuFoQI`,`["NamLee"]`
`An`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebd46048bd2f9f99d7ab5289da`,,`spt_0CELhrIhYqrVOUP0aCYRcB`,`["An"]`
`McTee`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2735c81d3cc3d522626299c02c6`,,`spt_4UDyoxAXo3N0WP8ObnfwKS`,`["McTee"]`
`GepolyG`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebca7ff4fb04c0d2d6a4e095bd`,,`spt_4yZp1B11Rid5FP066ibtsP`,`["GepolyG"]`
`So'et`,`true`,`true`,,,,,,`spt_2W3NZ4x4igsbjiVzmXvzaH`,`["So'et"]`
`HuyDean`,`true`,`true`,,,,,,`spt_1DjyM6Fw7vpTHLfrXEDjy1`,`["HuyDean"]`
`New$oulZ`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273ed236a0f63a2185f3a52060b`,,`spt_27oQp8PzRPJwkkLQvBMEzZ`,`["New$oulZ"]`
`Weedie`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebc8e6f1c18e4f22672f46787f`,,`spt_1Lmfz5Yccktfwedhkpi1ny`,`["Weedie"]`
`ChiuLinh`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb79afa787d63b81446d23f67e`,,`spt_6JicDimASCwKbuAWbQaixG`,`["ChiuLinh"]`
`Kim Nguyen Martian`,`true`,`true`,,,,,,`spt_2B05RQq4p4Ba1qSJVXF4VK`,`["Kim Nguyen Martian"]`
`Cigar`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb004d4fca09f53fa77e434847`,,`spt_7oH5iMeAujna1ezppMWb7C`,`["Cigar"]`
`Trash Paul`,`true`,`true`,,,,,,`spt_4zAKkq0aowZQnhmjGm9N1M`,`["Trash Paul"]`
`Jimmy Ngủ Yên`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273b05e15f89f82eb981dd8d4ad`,,`spt_6sSY5JXhXqsnYavvlksoXY`,`["Jimmy Ngủ Yên"]`
`Hipz`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb91012b71d91feb21a041faae`,,`spt_3g8l4a4JtYNpYKqSMZMnK0`,`["Hipz"]`
`Neko Land`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb4bf6802600dd509c6b7a8d14`,,`spt_1LizFsdyfdlEJlah6l88PU`,`["Neko Land"]`
`Duzme Music`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273cc689c69cfbf552d230f5db6`,,`spt_6dAMyqUYjCSNb585srU0Mp`,`["Duzme Music"]`
`Datz`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273531baf5d038775003695b0ae`,,`spt_2yA249IhLfSGsuuLAHRHkV`,`["Datz"]`
`Bác Sĩ Mập Hồng`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2734e1818f33e7576c43d575cb8`,,`spt_6lxuuRNFzWsvUfKTcGnMCc`,`["Bác Sĩ Mập Hồng"]`
`Bảo Yến Rosie`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebbd1a76311f5a98cca2ed7ba3`,,`spt_4CLtSkejac5Lw7w3A6Kdfz`,`["Bảo Yến Rosie"]`
`JiKen`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2735bc6d7c1d3193d0709a4ad36`,,`spt_0OkR2vafWstYhJURQIX6oi`,`["JiKen"]`
`Layer Chan`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27336215965dc9b0bb21f44e123`,,`spt_0nKGnWLuugIpruNhvfz2B4`,`["Layer Chan"]`
`Black T`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb9abd606797c56d8dc97c08a0`,,`spt_1EN3JG0z8EcqSca7LjURLr`,`["Black T"]`
`Woni`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb013d2df405fd1d07d501a015`,,`spt_0bTZ4h4TZrOB8cHsqeW0sm`,`["Woni"]`
`Embray`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739f42811e62fdd16231b339f0`,,`spt_77Ft4fviaUIV95uhY4l43x`,`["Embray"]`
`52Hz`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebc80eba75c788caffd20939a7`,,`spt_1y28JlO6rDMUB5rkcA4RAh`,`["52Hz"]`
`Fustic.`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273661e2eb3f35682d781ae7f1d`,,`spt_6pO2ehgxIYOfpFkfGDDnsh`,`["Fustic."]`
`Namleday`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273661e2eb3f35682d781ae7f1d`,,`spt_66Uc4yZIVMe4xALEAn3fnr`,`["Namleday"]`
`Sir Hoang`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739997ffffdd85335c7e287eda`,,`spt_1JFhdlZawgtIQRXAbnnzdB`,`["Sir Hoang"]`
`Hiểu Băng`,`true`,`true`,,,,,,`spt_2cBzrJuUc0dhNxlrxnVfPW`,`["Hiểu Băng"]`
`ShiGGa Shay`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb4e3148e605346d4b3a8b9294`,,`spt_3vYlOrtxEjNzvUPhacOdoV`,`["ShiGGa Shay"]`
`Splendooo`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2733774b896954be0b6e252359f`,,`spt_05PHe05jAa44dSbygHKin8`,`["Splendooo"]`
`LostOwl`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebfaa970aeed8f7cb3bdd1995c`,,`spt_2nO3NsrkKhV3cBI7X1wYbb`,`["LostOwl"]`
`Potorik Track`,`true`,`true`,,,,,,`spt_4i9hZa6iX8gQUmz5bYNJaH`,`["Potorik Track"]`
`H2K`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27376c3fd996fbc8b3648f599d4`,,`spt_1XlJB5SQSQTN5YoqJ15sAN`,`["H2K"]`
`Nguyễn Thúc Thùy Tiên`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2732458d68fd7558a3a1fb30563`,,`spt_5DBOIHtoCL5GtzM8hX30mb`,`["Nguyễn Thúc Thùy Tiên"]`
`Anngo`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebdec18a7d55fa7577708a07ba`,,`spt_120NaeTK4uB1ykRKLmCpoQ`,`["Anngo"]`
`Thuy MX`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb15764c189909ae7e3b3ecf51`,,`spt_6rhM1w8bggeAxJ5pae0CiQ`,`["Thuy MX"]`
`Wong`,`true`,`true`,,,,,,`spt_0ul6k900yqWzyEfLcHSUzU`,`["Wong"]`
`911`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb6f2eb0dbfec7f0f74eb68193`,,`spt_3H7pODXycF821OnRyAw2VT`,`["911"]`
`Viruss`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebb755f93e585f11a29169dd58`,,`spt_6sfh0P8S3lNQ8saqj0bc7q`,`["Viruss"]`
`Limebócx`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb5c1802bc17c72c60cba1fe1f`,,`spt_2l0cdSl2y1u8TuqyO0X5Rf`,`["Limebócx"]`
`Quỳnh Anh`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb3ebf5ea6db2cc6fde1337b8b`,,`spt_2FJ1Gw2JxIVbKuNxthkvBf`,`["Quỳnh Anh"]`
`Mỹ Hồng`,`true`,`true`,,,,,,`spt_78BsPlDhUPc2PBoRHECsTj`,`["Mỹ Hồng"]`
`Vantacrow`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb77a3d64236a8773bf5d1ecb6`,,`spt_5pg3yGxVZg1VTumNeC5QZW`,`["Vantacrow"]`
`Mimetals`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb3b8c11cbd10ed620cebb3a0c`,,`spt_0iyMn5y6Y5p4E8Okh9ciHg`,`["Mimetals"]`
`K-Hau`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27323b00e0c580d7dc7c6891e81`,,`spt_3FHK3B70ZayNCsUA30LuQn`,`["K-Hau"]`
`Vũ Thắng Lợi`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2738d7b9c3e295318496d41f5ea`,,`spt_1Zvjyb0zzFjURPIOboDXk7`,`["Vũ Thắng Lợi"]`
`Nguyễn Thùy Linh`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb201538fcb0f203385ab8bae9`,,`spt_0XInUxYrh0zedGJOsZy3Z7`,`["Nguyễn Thùy Linh"]`
`Vang`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebc6856508a77ed3115a0764d4`,,`spt_6bvMoywdm3JM1bmVvMngrW`,`["Vang"]`
`Minh Triều`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2734d940252db1f47fe33fdebe3`,,`spt_1QyEugFxmSpHLGfrQsRUor`,`["Minh Triều"]`
`Mr. B`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebcfac14dc3f381d4e436d5096`,,`spt_4nxHXVJhEDW8IBb2oUwWxA`,`["Mr. B"]`
`Teddi`,`true`,`true`,,,,,,`spt_1O7qs3DIJstMPTNVRXX1Ac`,`["Teddi"]`
`Beon`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2731d40e08a41e4c308ec3099a4`,,`spt_2JB4tzVQfOOmbkUlXzIlQC`,`["Beon"]`
`Nguyễn Trọng Tài`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb939863a64b3d674e9e42c648`,,`spt_2UCPMrvFm42t3w5duYfQHl`,`["Nguyễn Trọng Tài"]`
`BLAISE`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebac470d0710cc39b3492888ef`,,`spt_3qNQdzi0cdAEz9p64r41Xb`,`["BLAISE"]`
`teeayz`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb20eac0e72f0c36e1912110cc`,,`spt_5yYhYmHcloJNnC1rXeEEVm`,`["teeayz"]`
`NewL`,`true`,`true`,,,,,,`spt_0v4ZbSvY35WpYvPV3HoYqD`,`["NewL"]`
`Minsicko`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebe5d9bdeceb446cb69151f696`,,`spt_33J4sIJ9vp7KgdKpxXm6z6`,`["Minsicko"]`
`Baby Sam`,`true`,`true`,,,,,,`spt_7BnpRENhA3oHJ0BU24pkgj`,`["Baby Sam"]`
`Vine`,`true`,`true`,,,,,,`spt_4f3P0wtyRbZ0nGpH3U01VY`,`["Vine"]`
`Tuyên`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eba3b07735dfa103b005c8fd03`,,`spt_4joNWs26XgMPKcV4hJ03hr`,`["Tuyên"]`
`Alterboi`,`true`,`true`,,,,,,`spt_7Fk2FpGzQ8kQkrAGZmm0kd`,`["Alterboi"]`
`Haitian G`,`true`,`true`,,,,,,`spt_3pDGudzvNhePrmqkfomBYi`,`["Haitian G"]`
`Ngọc Phụng`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb40df7b6edb7be638b987fbcf`,,`spt_0qsxxwNWl74ERd4qAoNrkT`,`["Ngọc Phụng"]`
`Star Remix`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2735af8d5e12a243d7546ff1318`,,`spt_3b9X80MVzyRQFuqfvYlYXN`,`["Star Remix"]`
`Tia`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb90b058ee68cdfbe0a7fa822b`,,`spt_3JAdD9AfJI9QymrEo49Qhp`,`["Tia"]`
`Phát Huy T4`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb60abb110a775c765cc2f9f36`,,`spt_38QmAddjWUR2zKkdp3Oe87`,`["Phát Huy T4"]`
`Shiki`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb4837cd8bf9355b31752d87c1`,,`spt_3hRnvEdu1iPyB6EzMBbuZq`,`["Shiki"]`
`Daisy Le Garçon`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebe02907bedad00418677429c0`,,`spt_5J3aJu1LxotI5WXEtTPiHo`,`["Daisy Le Garçon"]`
`Cheng`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27328000769972690fae58df7d9`,,`spt_0MNKLsBMKa5KGShgrWgE3B`,`["Cheng"]`
`JAPANDEE x THEREON REMIX`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2732cc47b7bb7abd702b410fdbe`,,`spt_5Mx1vpBlEJ2Hlx0VLECas5`,`["JAPANDEE x THEREON REMIX"]`
`Linh Đan`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273a8c4bd09346e65dbe442b8f3`,,`spt_00o0yAQPBJTR7h14OCu71J`,`["Linh Đan"]`
`Quách Tuấn Du`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2736db237c767b03c4da953bb1d`,,`spt_1mZMrngksK45xA6GYOpxPt`,`["Quách Tuấn Du"]`
`Calum Scott`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebfd28880f1b1fa8f93d05eb76`,,`spt_6ydoSd3N2mwgwBHtF6K7eX`,`["Calum Scott"]`
`Mee`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb66cc547e87e27cb963402bdf`,,`spt_44e5DjsGg7w4uRT8g9Ib8W`,`["Mee"]`
`An Coong`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273bb9527c1b12d606df71b4aa5`,,`spt_215RNJqxT5Pp6zFgKGidlS`,`["An Coong"]`
`HIEUTHUHAI`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2730ed35eba2ca3a7f55ccd4635`,,`spt_0TbTGWUkruaGzrNeK3j33T`,`["HIEUTHUHAI"]`
`Elbi`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27388ef8bd1bb51388c7aedac78`,,`spt_5LuRJiwzCjNZivyrI0A4Bm`,`["Elbi"]`
`Nhóm Múa ABC`,`true`,`true`,,,,,,`spt_3WoakT9EiP6kzl6iRME35S`,`["Nhóm Múa ABC"]`
`BLOO`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebbb9805c85f10044799657afb`,,`spt_3ghCvruix2FYZ81DHRlOt1`,`["BLOO"]`
`CeCe Trương`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb8c82b051e4fc62b69df7245f`,,`spt_0We6FybaRNC3InZwnhiH2J`,`["CeCe Trương"]`
`ZINO`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb13a0bffb51800bb32bb3732a`,,`spt_4wW4Ha2GRRdJQBmmWsEXGp`,`["ZINO"]`
`Sơn Ngọc Minh`,`true`,`true`,,,,,,`spt_4ZKWcXmxjz15nuOUajqtZW`,`["Sơn Ngọc Minh"]`
`Diệu Nhi`,`true`,`true`,,,,,,`spt_2mpSmbp35mvG7ig3cg1jEj`,`["Diệu Nhi"]`
`HiếuK`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebaeb04c10b9df180c5710f5d3`,,`spt_1Wbl66TTQmUmcNJhtcZkmT`,`["HiếuK"]`
`Dương Triệu Vũ`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27352df58413d3cb4b871c468c1`,,`spt_7eNVs44Liz46dWLt9LAONW`,`["Dương Triệu Vũ"]`
`Thanh Thảo`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273f168e91ab6956d37132fe5ea`,,`spt_6YdeJQN8W4lJO8afHzUhFq`,`["Thanh Thảo"]`
`Khánh Tiên`,`true`,`true`,,,,,,`spt_5L1ZPhj07XFzh2SPkAukTS`,`["Khánh Tiên"]`
`Bạch Công Khanh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2731fdeba7f403bddbca6fd7f5c`,,`spt_5MUzZQhhn23Uk9qtEs6wtY`,`["Bạch Công Khanh"]`
`Huynh Phan Trong Quynh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b27375e25c2bde2347d82fe3971f`,,`spt_4CqNhpneipMYOiPwmeFJo9`,`["Huynh Phan Trong Quynh"]`
`Miko Lan Trinh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273ea20fccbc3a8a3b5c9e1f929`,,`spt_5ADHeQio4nFRvgCKbVli4m`,`["Miko Lan Trinh"]`
`Tú Vi`,`true`,`true`,,,,,,`spt_4jjlkymytJsQNy5tAXUPeq`,`["Tú Vi"]`
`Lê Phương`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273b908ceedba5fd2b288e44684`,,`spt_5DARnqhQMJndOyqhglwxku`,`["Lê Phương"]`
`AYOR`,`true`,`true`,,,,,,`spt_1ZWFLrA0Sw5Lx8h5AEN8kn`,`["AYOR"]`
`Dương Khắc Linh`,`true`,`true`,,,,,,`spt_4Osr39zUJoOIa8Cl87Eo85`,`["Dương Khắc Linh"]`
`Đỗ Hiếu`,`true`,`true`,,,,,,`spt_2fg3gCi9mv6JQi0SoVm0mE`,`["Đỗ Hiếu"]`
`ERIK`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb9ddbfe0bb09bf464b8f04093`,,`spt_2PkSHEopOB4qUF3gQqcJvQ`,`["ERIK"]`
`Đỗ Hiếu`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273f3f7477ee5455d546c860e45`,,`spt_0iiKTHOQ52q6AE8KaglyyV`,`["Đỗ Hiếu"]`
`Hải Nam`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2738410d7779578270c57cc257b`,,`spt_1heTgCxvRC1wZB70JIYWZc`,`["Hải Nam"]`
`X2X`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273401526a3a7bbc0271e292262`,,`spt_1d4YJtFsbGtOL4b06ylPom`,`["X2X"]`
`Trịnh Thiên Ân`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2731268ee0505ceb9e5a9a25461`,,`spt_5rJiKU2JTbmvfQPxNPpfKm`,`["Trịnh Thiên Ân"]`
`NB3 Hoài Bảo`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb69f717cc9a4ae9f5e16d6453`,,`spt_5QbDgpkghCaWjJywjbJnoG`,`["NB3 Hoài Bảo"]`
`Hoàng Ly`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273f699dc24bc3c54c9b790987f`,,`spt_4Z5mgWJV3MH6y04MDp7jHi`,`["Hoàng Ly"]`
`Khiem`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb42b121ad10c837b6606f61a2`,,`spt_2xyEAgqFAAy5yqRZ7mHd9c`,`["Khiem"]`
`KPROX`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273380bf5f2d66cbd687ac34683`,,`spt_5Ibao3h2sT1IPQojjaXkL7`,`["KPROX"]`
`Trịnh Thiên Ân`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebd79f18daf484f923610cf7e6`,,`spt_5xSirEZQd3RWgMgUvVJ1GJ`,`["Trịnh Thiên Ân"]`
`LilGee Phạm`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273847ed52310220bc3a0ded788`,,`spt_0Q6P8dNoDT5Laxl7XFUStQ`,`["LilGee Phạm"]`
`Thanh Thanh`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b2739e3da79d7d21965155be2432`,,`spt_1pDQoa5dLQoHOtIwckbKLT`,`["Thanh Thanh"]`
`Bon`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273756399b1b40c1ef4e0dc9c06`,,`spt_3l0ICzv4v8DpBYkDTBqRju`,`["Bon"]`
`GiGi Hương Giang`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebe1b32723f4fd5094df4e15af`,,`spt_2NYFphd3cUQ5pLEVLaBP9L`,`["GiGi Hương Giang"]`
`Mai Chí Công`,`true`,`true`,,,,`https://i.scdn.co/image/ab67616d0000b273f41bcd8448aac537b203b806`,,`spt_665uw8o91XjaurF6NmWWNF`,`["Mai Chí Công"]`
`Catchellers`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb8b640e30c7362a5510b5221e`,,`spt_1K3Oc9Q3wYgZANTcpsRq3C`,`["Catchellers"]`
`Soulient`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb82d340c87936668ac5c77b5a`,,`spt_18qwiOIbQ6YIMrsdPm06x6`,`["Soulient"]`
`MYLINA`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb53bc1ab74e4a1036f1c1ebec`,,`spt_4yx3BsXxY9l6BRyStNIB8y`,`["MYLINA"]`
`Griffter`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5ebe90ef707d3cc406351aa1386`,,`spt_0uVfzgIDJ37xTuIHH0vvUc`,`["Griffter"]`
`Longg`,`true`,`true`,,,,`https://i.scdn.co/image/ab6761610000e5eb9aaa9a3852a59bfbabea4783`,,`spt_25PilakcHJVYBi2onpxxtI`,`["Longg"]`
